id,instruction_target_image,instruction_prompt,task,source
edit_338,image_edit_magic_data/image_338.png,have him to be sleeping on a couch instead,local,image_edit_meta
edit_339,image_edit_magic_data/image_339.png,change her hair to black and her lips to green,local,image_edit_meta
edit_340,image_edit_magic_data/image_340.png,make her a ghost,local,image_edit_meta
edit_341,image_edit_magic_data/image_341.png,turn red hair into purple hair,local,image_edit_meta
edit_342,image_edit_magic_data/image_342.png,swap the plant with a cat,local,image_edit_meta
edit_343,image_edit_magic_data/image_343.png,make her lips more purple,local,image_edit_meta
edit_344,image_edit_magic_data/image_344.png,make him look older,local,image_edit_meta
edit_345,image_edit_magic_data/image_345.png,replace the sword with a flower,local,image_edit_meta
edit_346,image_edit_magic_data/image_346.png,change location to machu picchu,local,image_edit_meta
edit_347,image_edit_magic_data/image_347.png,change dolphin to whale,local,image_edit_meta
edit_348,image_edit_magic_data/image_348.png,switch nuts to bolts,local,image_edit_meta
edit_349,image_edit_magic_data/image_349.png,colorize the statue,local,image_edit_meta
edit_350,image_edit_magic_data/image_350.png,have him to be eating a sandwich,local,image_edit_meta
edit_351,image_edit_magic_data/image_351.png,replace great blue heron with bald eagle,local,image_edit_meta
edit_352,image_edit_magic_data/image_352.png,have him to be on fire.,local,image_edit_meta
edit_353,image_edit_magic_data/image_353.png,make it a pina colada,local,image_edit_meta
edit_354,image_edit_magic_data/image_354.png,replace potatoes with carrots,local,image_edit_meta
edit_355,image_edit_magic_data/image_355.png,turn him into a woman.,local,image_edit_meta
edit_356,image_edit_magic_data/image_356.png,turn the roof into a beach,local,image_edit_meta
edit_357,image_edit_magic_data/image_357.png,replace the car with a hot air balloon,local,image_edit_meta
edit_358,image_edit_magic_data/image_358.png,replace the dog with a cat,local,image_edit_meta
edit_359,image_edit_magic_data/image_359.png,turn man into a woman.,local,image_edit_meta
edit_360,image_edit_magic_data/image_360.png,turn the women into men,local,image_edit_meta
edit_361,image_edit_magic_data/image_361.png,turn champagne into a wedding cake,local,image_edit_meta
edit_362,image_edit_magic_data/image_362.png,replace hearts with music notes,local,image_edit_meta
edit_363,image_edit_magic_data/image_363.png,change church to castle,local,image_edit_meta
edit_364,image_edit_magic_data/image_364.png,replace hat with sunglasses,local,image_edit_meta
edit_365,image_edit_magic_data/image_365.png,turn the mirror into a portal,local,image_edit_meta
edit_366,image_edit_magic_data/image_366.png,replace broccoli with pizza,local,image_edit_meta
edit_367,image_edit_magic_data/image_367.png,make them adults,local,image_edit_meta
edit_368,image_edit_magic_data/image_368.png,replace man with a woman,local,image_edit_meta
edit_369,image_edit_magic_data/image_369.png,replace people with dogs,local,image_edit_meta
edit_370,image_edit_magic_data/image_370.png,replace glasses with sunglasses,local,image_edit_meta
edit_371,image_edit_magic_data/image_371.png,change his shirt to black,local,image_edit_meta
edit_372,image_edit_magic_data/image_372.png,replace baby with kitten,local,image_edit_meta
edit_373,image_edit_magic_data/image_373.png,change road bike to unicycle,local,image_edit_meta
edit_374,image_edit_magic_data/image_374.png,have her wear a red bodysuit instead of black,local,image_edit_meta
edit_375,image_edit_magic_data/image_375.png,make him cry.,local,image_edit_meta
edit_376,image_edit_magic_data/image_376.png,make penguin wear sunglasses,local,image_edit_meta
edit_377,image_edit_magic_data/image_377.png,replace chocolate cookies with macarons,local,image_edit_meta
edit_378,image_edit_magic_data/image_378.png,change young to old.,local,image_edit_meta
edit_379,image_edit_magic_data/image_379.png,make her a mermaid,local,image_edit_meta
edit_380,image_edit_magic_data/image_380.png,swap hair to straight,local,image_edit_meta
edit_381,image_edit_magic_data/image_381.png,make them ninjas.,local,image_edit_meta
edit_382,image_edit_magic_data/image_382.png,replace man with a horse,local,image_edit_meta
edit_383,image_edit_magic_data/image_383.png,make the Eiffel Tower into a giant pineapple.,local,image_edit_meta
edit_384,image_edit_magic_data/image_384.png,make her hair curly,local,image_edit_meta
edit_385,image_edit_magic_data/image_385.png,replace kale with spinach,local,image_edit_meta
edit_386,image_edit_magic_data/image_386.png,change her eyes to green.,local,image_edit_meta
edit_387,image_edit_magic_data/image_387.png,replace the sea with a desert,local,image_edit_meta
edit_388,image_edit_magic_data/image_388.png,make her dress pink,local,image_edit_meta
edit_389,image_edit_magic_data/image_389.png,change amethyst to emerald,local,image_edit_meta
edit_390,image_edit_magic_data/image_390.png,make her smile,local,image_edit_meta
edit_391,image_edit_magic_data/image_391.png,replace the sun with a pizza,local,image_edit_meta
edit_392,image_edit_magic_data/image_392.png,make it a great dane,local,image_edit_meta
edit_393,image_edit_magic_data/image_393.png,swap go-go dancers with penguins,local,image_edit_meta
edit_394,image_edit_magic_data/image_394.png,give her a superhero cape.,local,image_edit_meta
edit_395,image_edit_magic_data/image_395.png,replace flower diadem with a pacifier,local,image_edit_meta
edit_396,image_edit_magic_data/image_396.png,make the model have red hair.,local,image_edit_meta
edit_397,image_edit_magic_data/image_397.png,transform the belly dancer into a mermaid,local,image_edit_meta
edit_398,image_edit_magic_data/image_398.png,have her smile,local,image_edit_meta
edit_399,image_edit_magic_data/image_399.png,replace roses with daisies,local,image_edit_meta
edit_400,image_edit_magic_data/image_400.png,make her smile,local,image_edit_meta
edit_401,image_edit_magic_data/image_401.png,replace the girls with two muscular men,local,image_edit_meta
edit_402,image_edit_magic_data/image_402.png,have her to be a mermaid,local,image_edit_meta
edit_403,image_edit_magic_data/image_403.png,replace candle with flower,local,image_edit_meta
edit_404,image_edit_magic_data/image_404.png,make her hair pink,local,image_edit_meta
edit_405,image_edit_magic_data/image_405.png,replace statue with a real native american woman.,local,image_edit_meta
edit_406,image_edit_magic_data/image_406.png,make her hair blue,local,image_edit_meta
edit_407,image_edit_magic_data/image_407.png,have him to be wearing a bow tie,local,image_edit_meta
edit_408,image_edit_magic_data/image_408.png,change bacon to sausage,local,image_edit_meta
edit_409,image_edit_magic_data/image_409.png,change cafe to beach,local,image_edit_meta
edit_410,image_edit_magic_data/image_410.png,replace terrier with shark,local,image_edit_meta
edit_411,image_edit_magic_data/image_411.png,make cyclist into a cat.,local,image_edit_meta
edit_412,image_edit_magic_data/image_412.png,straighten hair,local,image_edit_meta
edit_413,image_edit_magic_data/image_413.png,change beard to mustache,local,image_edit_meta
edit_414,image_edit_magic_data/image_414.png,make the boy's shirt have a cartoon character on it,local,image_edit_meta
edit_415,image_edit_magic_data/image_415.png,change beer to juice,local,image_edit_meta
edit_416,image_edit_magic_data/image_416.png,turn horse into unicorn,local,image_edit_meta
edit_417,image_edit_magic_data/image_417.png,have her hair to be short and straight,local,image_edit_meta
edit_418,image_edit_magic_data/image_418.png,replace the statue of liberty with a giant pineapple,local,image_edit_meta
edit_419,image_edit_magic_data/image_419.png,make the man's hair and beard green,local,image_edit_meta
edit_420,image_edit_magic_data/image_420.png,make her hair shorter,local,image_edit_meta
edit_421,image_edit_magic_data/image_421.png,turn wreath into a spooky ghost.,local,image_edit_meta
edit_422,image_edit_magic_data/image_422.png,replace girl with a boy,local,image_edit_meta
edit_423,image_edit_magic_data/image_423.png,change bicycle to skateboard,local,image_edit_meta
edit_424,image_edit_magic_data/image_424.png,change black sand to golden sand,local,image_edit_meta
edit_425,image_edit_magic_data/image_425.png,replace the young man with a cartoon character,local,image_edit_meta
edit_426,image_edit_magic_data/image_426.png,transform dog into a cat,local,image_edit_meta
edit_427,image_edit_magic_data/image_427.png,change her eyes to blue,local,image_edit_meta
edit_428,image_edit_magic_data/image_428.png,turn one motorcyclist into a giraffe,local,image_edit_meta
edit_429,image_edit_magic_data/image_429.png,replace the dress with a sari,local,image_edit_meta
edit_430,image_edit_magic_data/image_430.png,change the flowers to daisies,local,image_edit_meta
edit_431,image_edit_magic_data/image_431.png,incorporate a glowing orb,add,image_edit_meta
edit_432,image_edit_magic_data/image_432.png,add a creepy clown,add,image_edit_meta
edit_433,image_edit_magic_data/image_433.png,insert a fish beside the old man.,add,image_edit_meta
edit_434,image_edit_magic_data/image_434.png,add a pair of sunglasses,add,image_edit_meta
edit_435,image_edit_magic_data/image_435.png,add a stethoscope around her neck,add,image_edit_meta
edit_436,image_edit_magic_data/image_436.png,append a glowing moon,add,image_edit_meta
edit_437,image_edit_magic_data/image_437.png,add a guitar to the young man,add,image_edit_meta
edit_438,image_edit_magic_data/image_438.png,place a surfboard under the elephant,add,image_edit_meta
edit_439,image_edit_magic_data/image_439.png,add a whistle,add,image_edit_meta
edit_440,image_edit_magic_data/image_440.png,have him eat a slice of pizza,add,image_edit_meta
edit_441,image_edit_magic_data/image_441.png,add a bird flying alongside the mountain biker,add,image_edit_meta
edit_442,image_edit_magic_data/image_442.png,add a beach ball,add,image_edit_meta
edit_443,image_edit_magic_data/image_443.png,make her hair longer,local,image_edit_meta
edit_444,image_edit_magic_data/image_444.png,change the background to cityscape at sunset,background,image_edit_meta
edit_445,image_edit_magic_data/image_445.png,replace the background with a garden,background,image_edit_meta
edit_446,image_edit_magic_data/image_446.png,make their shirts green,local,image_edit_meta
edit_447,image_edit_magic_data/image_447.png,change the color of the cap from red to blue,inpaint,image_edit_meta
edit_448,image_edit_magic_data/image_448.png,include a flower crown,add,image_edit_meta
edit_449,image_edit_magic_data/image_449.png,put a bookshelf in the background,add,image_edit_meta
edit_450,image_edit_magic_data/image_450.png,give the boy a toy bow and arrow,add,image_edit_meta
edit_451,image_edit_magic_data/image_451.png,add a group of seagulls flying above the yacht,add,image_edit_meta
edit_452,image_edit_magic_data/image_452.png,add a scarf,add,image_edit_meta
edit_453,image_edit_magic_data/image_453.png,incorporate a shooting star,add,image_edit_meta
edit_454,image_edit_magic_data/image_454.png,put a pair of sunglasses on her.,add,image_edit_meta
edit_455,image_edit_magic_data/image_455.png,include a rainbow,add,image_edit_meta
edit_456,image_edit_magic_data/image_456.png,add a golden crown to one of the angels,add,image_edit_meta
edit_457,image_edit_magic_data/image_457.png,append a pair of sunglasses,add,image_edit_meta
edit_458,image_edit_magic_data/image_458.png,add a book on the couch,add,image_edit_meta
edit_459,image_edit_magic_data/image_459.png,add a group of deer on the side of the train.,add,image_edit_meta
edit_460,image_edit_magic_data/image_460.png,add a rose in her hair,add,image_edit_meta
edit_461,image_edit_magic_data/image_461.png,place a fashionable hat on the models,add,image_edit_meta
edit_462,image_edit_magic_data/image_462.png,add a shopping list alongside them,add,image_edit_meta
edit_463,image_edit_magic_data/image_463.png,place a small dragon near the dwarf warrior,add,image_edit_meta
edit_464,image_edit_magic_data/image_464.png,add a plate of dim sum,add,image_edit_meta
edit_465,image_edit_magic_data/image_465.png,add a pair of sunglasses,add,image_edit_meta
edit_466,image_edit_magic_data/image_466.png,give the princess a wand,add,image_edit_meta
edit_467,image_edit_magic_data/image_467.png,add a beautiful flower crown on her head,add,image_edit_meta
edit_468,image_edit_magic_data/image_468.png,insert a scooter in the street,add,image_edit_meta
edit_469,image_edit_magic_data/image_469.png,add a dash of parsley alongside the croutons,add,image_edit_meta
edit_470,image_edit_magic_data/image_470.png,have her carry a beach umbrella,add,image_edit_meta
edit_471,image_edit_magic_data/image_471.png,place a spoon near the bucket,add,image_edit_meta
edit_472,image_edit_magic_data/image_472.png,put a ski lift on the mountain,add,image_edit_meta
edit_473,image_edit_magic_data/image_473.png,add a treasure chest near him,add,image_edit_meta
edit_474,image_edit_magic_data/image_474.png,incorporate a magnifying glass,add,image_edit_meta
edit_475,image_edit_magic_data/image_475.png,change her eye color to green,add,image_edit_meta
edit_476,image_edit_magic_data/image_476.png,have her wear a golden necklace,add,image_edit_meta
edit_477,image_edit_magic_data/image_477.png,add a fish to the woman's hand,add,image_edit_meta
edit_478,image_edit_magic_data/image_478.png,add a film camera on the side,add,image_edit_meta
edit_479,image_edit_magic_data/image_479.png,integrate a bird's nest on the tree,add,image_edit_meta
edit_480,image_edit_magic_data/image_480.png,set a hat on her head,add,image_edit_meta
edit_481,image_edit_magic_data/image_481.png,Have her hold a bouquet of sunflowers instead of one.,add,image_edit_meta
edit_482,image_edit_magic_data/image_482.png,add a hobbit holding a fishing rod next to the road sign,add,image_edit_meta
edit_483,image_edit_magic_data/image_483.png,integrate a cabin in the mountains,add,image_edit_meta
edit_484,image_edit_magic_data/image_484.png,insert a cat nearby,add,image_edit_meta
edit_485,image_edit_magic_data/image_485.png,put a beach ball in the father's hand,add,image_edit_meta
edit_486,image_edit_magic_data/image_486.png,change the background to a minimalist home office,background,image_edit_meta
edit_487,image_edit_magic_data/image_487.png,transform the background to a cozy living room,background,image_edit_meta
edit_488,image_edit_magic_data/image_488.png,change the background to a futuristic cityscape,background,image_edit_meta
edit_489,image_edit_magic_data/image_489.png,replace the background with a winter wonderland,background,image_edit_meta
edit_490,image_edit_magic_data/image_490.png,create a sunset background,background,image_edit_meta
edit_491,image_edit_magic_data/image_491.png,set the background to winter wonderland,background,image_edit_meta
edit_492,image_edit_magic_data/image_492.png,set the background to beach at sunset,background,image_edit_meta
edit_493,image_edit_magic_data/image_493.png,modify the background to a beachfront,background,image_edit_meta
edit_494,image_edit_magic_data/image_494.png,replace the background with a luxury yacht,background,image_edit_meta
edit_495,image_edit_magic_data/image_495.png,move the background to a field of flowers,background,image_edit_meta
edit_496,image_edit_magic_data/image_496.png,change the background to cityscape,background,image_edit_meta
edit_497,image_edit_magic_data/image_497.png,replace the background with a luxury resort,background,image_edit_meta
edit_498,image_edit_magic_data/image_498.png,change the background to mountain,background,image_edit_meta
edit_499,image_edit_magic_data/image_499.png,set the background to castle,background,image_edit_meta
edit_500,image_edit_magic_data/image_500.png,move the background to a luxury bedroom,background,image_edit_meta
edit_501,image_edit_magic_data/image_501.png,replace the background with a cityscape,background,image_edit_meta
edit_502,image_edit_magic_data/image_502.png,replace the background with a city skyline at sunset,background,image_edit_meta
edit_503,image_edit_magic_data/image_503.png,transform the background to luxury resort,background,image_edit_meta
edit_504,image_edit_magic_data/image_504.png,change the background to cityscape at night,background,image_edit_meta
edit_505,image_edit_magic_data/image_505.png,transfer the scene to a peaceful monastery,background,image_edit_meta
edit_506,image_edit_magic_data/image_506.png,replace the background with a beach,background,image_edit_meta
edit_507,image_edit_magic_data/image_507.png,replace the background with a mystical forest,background,image_edit_meta
edit_508,image_edit_magic_data/image_508.png,swap the background with a sunset,background,image_edit_meta
edit_509,image_edit_magic_data/image_509.png,replace the background with a cozy bedroom,background,image_edit_meta
edit_510,image_edit_magic_data/image_510.png,set the background to a playground,background,image_edit_meta
edit_511,image_edit_magic_data/image_511.png,alter the background to a winter wonderland,background,image_edit_meta
edit_512,image_edit_magic_data/image_512.png,transport the couple to a magical forest,background,image_edit_meta
edit_513,image_edit_magic_data/image_513.png,change the background to cityscape,background,image_edit_meta
edit_514,image_edit_magic_data/image_514.png,set the background to a child's bedroom,background,image_edit_meta
edit_515,image_edit_magic_data/image_515.png,change the background to mountain,background,image_edit_meta
edit_516,image_edit_magic_data/image_516.png,change the background to a cozy bedroom,background,image_edit_meta
edit_517,image_edit_magic_data/image_517.png,add a sunset to the background,background,image_edit_meta
edit_518,image_edit_magic_data/image_518.png,make the background ocean,background,image_edit_meta
edit_519,image_edit_magic_data/image_519.png,set the background to ranch,background,image_edit_meta
edit_520,image_edit_magic_data/image_520.png,replace the background with a colorful festival setting,background,image_edit_meta
edit_521,image_edit_magic_data/image_521.png,change the background to a magical forest,background,image_edit_meta
edit_522,image_edit_magic_data/image_522.png,change the background to a mountainous region,background,image_edit_meta
edit_523,image_edit_magic_data/image_523.png,replace the background with a luxurious hotel lobby,background,image_edit_meta
edit_524,image_edit_magic_data/image_524.png,change the background to a beach,background,image_edit_meta
edit_525,image_edit_magic_data/image_525.png,replace the background with a beach,background,image_edit_meta
edit_526,image_edit_magic_data/image_526.png,change the background to beach,background,image_edit_meta
edit_527,image_edit_magic_data/image_527.png,exchange the background with a tranquil lake,background,image_edit_meta
edit_528,image_edit_magic_data/image_528.png,change the background to a garden,background,image_edit_meta
edit_529,image_edit_magic_data/image_529.png,replace the background with a peaceful mountain,background,image_edit_meta
edit_530,image_edit_magic_data/image_530.png,swap the background to beach,background,image_edit_meta
edit_531,image_edit_magic_data/image_531.png,modify the background to a cityscape at sunset,background,image_edit_meta
edit_532,image_edit_magic_data/image_532.png,change the background to castle,background,image_edit_meta
edit_533,image_edit_magic_data/image_533.png,replace the background with a peaceful beach scenery,background,image_edit_meta
edit_534,image_edit_magic_data/image_534.png,create a winter wonderland scene,background,image_edit_meta
edit_535,image_edit_magic_data/image_535.png,replace the background with a colorful festival scene,background,image_edit_meta
edit_536,image_edit_magic_data/image_536.png,replace the background with a mountain range,background,image_edit_meta
edit_537,image_edit_magic_data/image_537.png,replace the background with a bustling city square,background,image_edit_meta
edit_538,image_edit_magic_data/image_538.png,make the background space-themed,background,image_edit_meta
edit_539,image_edit_magic_data/image_539.png,change the background to galaxy,background,image_edit_meta
edit_540,image_edit_magic_data/image_540.png,set the background to ancient ruins,background,image_edit_meta
edit_541,image_edit_magic_data/image_541.png,change the background to construction site,background,image_edit_meta
edit_542,image_edit_magic_data/image_542.png,change the background to a vineyard,background,image_edit_meta
edit_543,image_edit_magic_data/image_543.png,change the background to a cozy coffee shop,background,image_edit_meta
edit_544,image_edit_magic_data/image_544.png,replace the background with a futuristic cityscape,background,image_edit_meta
edit_545,image_edit_magic_data/image_545.png,replace the background with a city skyline,background,image_edit_meta
edit_546,image_edit_magic_data/image_546.png,transform the background into a luxury hotel lobby,background,image_edit_meta
edit_547,image_edit_magic_data/image_547.png,set the background to beach,background,image_edit_meta
edit_548,image_edit_magic_data/image_548.png,set the background to a vintage car garage,background,image_edit_meta
edit_549,image_edit_magic_data/image_549.png,change the background to urban cityscape,background,image_edit_meta
edit_550,image_edit_magic_data/image_550.png,relocate the scene to a beach,background,image_edit_meta
edit_551,image_edit_magic_data/image_551.png,replace the background with a vintage car,background,image_edit_meta
edit_552,image_edit_magic_data/image_552.png,make the background sunset.,background,image_edit_meta
edit_553,image_edit_magic_data/image_553.png,transform the background into a royal palace,background,image_edit_meta
edit_554,image_edit_magic_data/image_554.png,change the background to winter wonderland,background,image_edit_meta
edit_555,image_edit_magic_data/image_555.png,set the background to dark cityscape,background,image_edit_meta
edit_556,image_edit_magic_data/image_556.png,transform the background into Taj Mahal,background,image_edit_meta
edit_557,image_edit_magic_data/image_557.png,replace the background with cityscape at night,background,image_edit_meta
edit_558,image_edit_magic_data/image_558.png,make the background colorful and playful,background,image_edit_meta
edit_559,image_edit_magic_data/image_559.png,replace the background with a cityscape at sunset,background,image_edit_meta
edit_560,image_edit_magic_data/image_560.png,replace the background with a living room,background,image_edit_meta
edit_561,image_edit_magic_data/image_561.png,change the background to a desert,global,image_edit_meta
edit_562,image_edit_magic_data/image_562.png,replace the background with a starry night sky,background,image_edit_meta
edit_563,image_edit_magic_data/image_563.png,let's see it in a futuristic setting,global,image_edit_meta
edit_564,image_edit_magic_data/image_564.png,make the pool water green,inpaint,image_edit_meta
edit_565,image_edit_magic_data/image_565.png,remove the fish,remove,image_edit_meta
edit_566,image_edit_magic_data/image_566.png,Set the background to outer space,background,image_edit_meta
edit_567,image_edit_magic_data/image_567.png,change the background to a colorful abstract design,background,image_edit_meta
edit_568,image_edit_magic_data/image_568.png,make the background a playroom,background,image_edit_meta
edit_569,image_edit_magic_data/image_569.png,modify the background to a winter wonderland,background,image_edit_meta
edit_570,image_edit_magic_data/image_570.png,replace the background with a spooky haunted house,background,image_edit_meta
edit_571,image_edit_magic_data/image_571.png,replace the background with a peaceful beach,background,image_edit_meta
edit_572,image_edit_magic_data/image_572.png,set the background to a fashion runway,background,image_edit_meta
edit_573,image_edit_magic_data/image_573.png,make the background snowy mountain,background,image_edit_meta
edit_574,image_edit_magic_data/image_574.png,swap the background to a peaceful village,background,image_edit_meta
edit_575,image_edit_magic_data/image_575.png,replace the background with a peaceful nature scene,background,image_edit_meta
edit_576,image_edit_magic_data/image_576.png,alter the background to beach,background,image_edit_meta
edit_577,image_edit_magic_data/image_577.png,make the background a beach,background,image_edit_meta
edit_578,image_edit_magic_data/image_578.png,set the background to a beach,background,image_edit_meta
edit_579,image_edit_magic_data/image_579.png,Transport the background to a magical forest,background,image_edit_meta
edit_580,image_edit_magic_data/image_580.png,change the background to a desert oasis,background,image_edit_meta
edit_581,image_edit_magic_data/image_581.png,"replace the background with a cute, colorful pattern",background,image_edit_meta
edit_582,image_edit_magic_data/image_582.png,replace the background with beach,background,image_edit_meta
edit_583,image_edit_magic_data/image_583.png,replace the background with beauty salon,background,image_edit_meta
edit_584,image_edit_magic_data/image_584.png,change the background to a baseball field,background,image_edit_meta
edit_585,image_edit_magic_data/image_585.png,change the background to a modern laundry room,background,image_edit_meta
edit_586,image_edit_magic_data/image_586.png,replace the background with a luxury hotel lobby,background,image_edit_meta
edit_587,image_edit_magic_data/image_587.png,make the background sunset,background,image_edit_meta
edit_588,image_edit_magic_data/image_588.png,change the background to a garden,background,image_edit_meta
edit_589,image_edit_magic_data/image_589.png,make the background a haunted mansion,background,image_edit_meta
edit_590,image_edit_magic_data/image_590.png,replace the background with a luxury hotel lobby,background,image_edit_meta
edit_591,image_edit_magic_data/image_591.png,set the background to winter wonderland,background,image_edit_meta
edit_592,image_edit_magic_data/image_592.png,make the background a luxury hotel lobby,background,image_edit_meta
edit_593,image_edit_magic_data/image_593.png,make the background a romantic dinner setting,background,image_edit_meta
edit_594,image_edit_magic_data/image_594.png,change the background to cityscape,background,image_edit_meta
edit_595,image_edit_magic_data/image_595.png,convert the background to magical forest,background,image_edit_meta
edit_596,image_edit_magic_data/image_596.png,change the background to an urban cityscape,background,image_edit_meta
edit_597,image_edit_magic_data/image_597.png,replace the background with cityscape,background,image_edit_meta
edit_598,image_edit_magic_data/image_598.png,transform the background into a modern art gallery,background,image_edit_meta
edit_599,image_edit_magic_data/image_599.png,modify the background to a luxurious wedding venue,background,image_edit_meta
edit_600,image_edit_magic_data/image_600.png,"alter the background to a dark, mystical forest",background,image_edit_meta
edit_601,image_edit_magic_data/image_601.png,replace the background with a vibrant colorful background,background,image_edit_meta
edit_602,image_edit_magic_data/image_602.png,replace the background with a Valentine's Day theme.,background,image_edit_meta
edit_603,image_edit_magic_data/image_603.png,modify the background to gym,background,image_edit_meta
edit_604,image_edit_magic_data/image_604.png,move the background to cityscape,background,image_edit_meta
edit_605,image_edit_magic_data/image_605.png,change the background to a bright and colorful street art,background,image_edit_meta
edit_606,image_edit_magic_data/image_606.png,replace the background with futuristic cityscape,background,image_edit_meta
edit_607,image_edit_magic_data/image_607.png,replace the background with a cityscape at sunset,background,image_edit_meta
edit_608,image_edit_magic_data/image_608.png,change the background to an urban cityscape,background,image_edit_meta
edit_609,image_edit_magic_data/image_609.png,make the background a nursery rhyme scene,background,image_edit_meta
edit_610,image_edit_magic_data/image_610.png,change the background to a modern office,background,image_edit_meta
edit_611,image_edit_magic_data/image_611.png,modify the background to a cityscape at sunset,background,image_edit_meta
edit_612,image_edit_magic_data/image_612.png,make the background a cozy bedroom,background,image_edit_meta
edit_613,image_edit_magic_data/image_613.png,make the background fantasy themed,background,image_edit_meta
edit_614,image_edit_magic_data/image_614.png,transform background to futuristic cityscape,background,image_edit_meta
edit_615,image_edit_magic_data/image_615.png,transition the background to a cozy restaurant,background,image_edit_meta
edit_616,image_edit_magic_data/image_616.png,change the background to cityscape,background,image_edit_meta
edit_617,image_edit_magic_data/image_617.png,replace the background with a cozy mountain lodge,background,image_edit_meta
edit_618,image_edit_magic_data/image_618.png,replace the background with a stage,background,image_edit_meta
edit_619,image_edit_magic_data/image_619.png,modify the background to a colorful and playful environment,background,image_edit_meta
edit_620,image_edit_magic_data/image_620.png,replace the background with a romantic sunset,background,image_edit_meta
edit_621,image_edit_magic_data/image_621.png,replace the background with a spaceship,background,image_edit_meta
edit_622,image_edit_magic_data/image_622.png,change the background to futuristic cityscape,background,image_edit_meta
edit_623,image_edit_magic_data/image_623.png,replace the background with snowy mountain.,background,image_edit_meta
edit_624,image_edit_magic_data/image_624.png,make the background an eerie forest,background,image_edit_meta
edit_625,image_edit_magic_data/image_625.png,transport the background to beachside,background,image_edit_meta
edit_626,image_edit_magic_data/image_626.png,change background to luxury cruise ship,background,image_edit_meta
edit_627,image_edit_magic_data/image_627.png,shift the background to a luxury boutique hotel,background,image_edit_meta
edit_628,image_edit_magic_data/image_628.png,change the background to luxury hotel lobby,background,image_edit_meta
edit_629,image_edit_magic_data/image_629.png,change the background to a cozy living room,background,image_edit_meta
edit_630,image_edit_magic_data/image_630.png,replace the background with space,background,image_edit_meta
edit_631,image_edit_magic_data/image_631.png,shift the background to a colorful festival,background,image_edit_meta
edit_632,image_edit_magic_data/image_632.png,swap the background with a luxury mansion,background,image_edit_meta
edit_633,image_edit_magic_data/image_633.png,alter the background to a peaceful Japanese garden,background,image_edit_meta
edit_634,image_edit_magic_data/image_634.png,change the background to a beach at sunset,background,image_edit_meta
edit_635,image_edit_magic_data/image_635.png,adorn the background with a beautiful garden,background,image_edit_meta
edit_636,image_edit_magic_data/image_636.png,add a starry night sky background,background,image_edit_meta
edit_637,image_edit_magic_data/image_637.png,swap the background with a modern cityscape,background,image_edit_meta
edit_638,image_edit_magic_data/image_638.png,remove the chicken and vegetables,remove,image_edit_meta
edit_639,image_edit_magic_data/image_639.png,get rid of the sword,remove,image_edit_meta
edit_640,image_edit_magic_data/image_640.png,remove the chicken,remove,image_edit_meta
edit_641,image_edit_magic_data/image_641.png,remove the statue of a monk,remove,image_edit_meta
edit_642,image_edit_magic_data/image_642.png,get rid of the sword,remove,image_edit_meta
edit_643,image_edit_magic_data/image_643.png,remove the boy,remove,image_edit_meta
edit_644,image_edit_magic_data/image_644.png,get rid of the bag,remove,image_edit_meta
edit_645,image_edit_magic_data/image_645.png,remove the sunset,remove,image_edit_meta
edit_646,image_edit_magic_data/image_646.png,remove the turban,remove,image_edit_meta
edit_647,image_edit_magic_data/image_647.png,remove the snake and the tattoo,remove,image_edit_meta
edit_648,image_edit_magic_data/image_648.png,get rid of the tattoo,remove,image_edit_meta
edit_649,image_edit_magic_data/image_649.png,get rid of the young man,remove,image_edit_meta
edit_650,image_edit_magic_data/image_650.png,remove the make-up,remove,image_edit_meta
edit_651,image_edit_magic_data/image_651.png,remove the father,remove,image_edit_meta
edit_652,image_edit_magic_data/image_652.png,remove the bicycle,remove,image_edit_meta
edit_653,image_edit_magic_data/image_653.png,get rid of the dragon image and the wooden table,remove,image_edit_meta
edit_654,image_edit_magic_data/image_654.png,remove the stand,remove,image_edit_meta
edit_655,image_edit_magic_data/image_655.png,remove the street,remove,image_edit_meta
edit_656,image_edit_magic_data/image_656.png,remove the cup of tea,remove,image_edit_meta
edit_657,image_edit_magic_data/image_657.png,remove the blocks,remove,image_edit_meta
edit_658,image_edit_magic_data/image_658.png,erase the cafe,remove,image_edit_meta
edit_659,image_edit_magic_data/image_659.png,remove the medical mask and the stack of books,remove,image_edit_meta
edit_660,image_edit_magic_data/image_660.png,get rid of the mobile phone,remove,image_edit_meta
edit_661,image_edit_magic_data/image_661.png,remove the hourglass,remove,image_edit_meta
edit_662,image_edit_magic_data/image_662.png,remove the car,remove,image_edit_meta
edit_663,image_edit_magic_data/image_663.png,remove the rock,remove,image_edit_meta
edit_664,image_edit_magic_data/image_664.png,remove the grandmother,remove,image_edit_meta
edit_665,image_edit_magic_data/image_665.png,remove the earrings,remove,image_edit_meta
edit_666,image_edit_magic_data/image_666.png,get rid of the flowers,remove,image_edit_meta
edit_667,image_edit_magic_data/image_667.png,remove autumn,remove,image_edit_meta
edit_668,image_edit_magic_data/image_668.png,get rid of the glasses and the beard,remove,image_edit_meta
edit_669,image_edit_magic_data/image_669.png,remove the japanese garden,remove,image_edit_meta
edit_670,image_edit_magic_data/image_670.png,delete the leopard shark,remove,image_edit_meta
edit_671,image_edit_magic_data/image_671.png,remove the candy cane,remove,image_edit_meta
